ñ¡ïøî‘çÜ,åªç›âøäi,åàéZì˙Ç‹Ç≈,å†óòóéÇøÇ‹Ç≈,ï™äÑì˙Ç‹Ç≈,éûâøëçäz,ó\ëzPER,PBR,ó\ëzEPS,BPS,îzìñê´å¸,ÉxÅ[É^íl,âﬂãéîzìñäz,âﬂãéîzìñóòâÒÇË,ïΩãœîzìñóòâÒÇË,åªç›îzìñäz,åªç›îzìñóòâÒÇË,52èTà¿íl,52èTçÇíl,êÑèß,ÉAÉiÉäÉXÉgà”å©êî,Open,High,Low,Close,Adj Close,Volume,MACD,Signal_Line,MACD_Signal_difference,DI+,DI-,DI+DI-_difference,Parabolic_SAR,Parabolic_SAR_difference,RSI_14,%K,Psychological_Line,RCI_26,MA_Deviation,MACD_Percentile,MACD_Current Deviation,MACD_Signal_difference_Percentile,MACD_Signal_difference_Current Deviation,DI+_Percentile,DI+_Current Deviation,DI-_Percentile,DI-_Current Deviation,DI+DI-_difference_Percentile,DI+DI-_difference_Current Deviation,Parabolic_SAR_Percentile,Parabolic_SAR_Current Deviation,Parabolic_SAR_difference_Percentile,Parabolic_SAR_difference_Current Deviation,RSI_14_Percentile,RSI_14_Current Deviation,%K_Percentile,%K_Current Deviation,Psychological_Line_Percentile,Psychological_Line_Current Deviation,RCI_26_Percentile,RCI_26_Current Deviation,MA_Deviation_Percentile,MA_Deviation_Current Deviation,MACD_Signal_Line_Last_Cross,MACD_Signal_Line_Last_Cross_Day,MACD_Signal_Line_Next_Cross_Day,DI+_DI-_Last_Cross,DI+_DI-_Last_Cross_Day,DI+_DI-_Next_Cross_Day
6395.T,1181.5,71,24,,149946531840,12.639067,0.7993386,93.48,1478.097,0.2733,0.656,15.0,0.013003902,1.48,26.0,0.0225,844.7,1367.0,buy,4,1155.0,1193.5,1155.0,1181.5,1181.5,329100,-2.398,-33.967,31.569,45.161,22.301,22.86,922.711,258.789,68.09,95.97,58.333,-20.41,11.529,39.95,-0.129,96.512,1.769,72.269,0.519,20.84,-0.889,76.303,0.745,48.628,0.045,94.597,1.539,80.521,0.952,91.772,1.348,59.681,0.603,37.659,-0.475,80.763,0.73,Golden,27,154.14583333333334,Golden,22,101.76811594202898
6418.T,1028.0,65,115,-7251,27685478400,33.81579,0.88140553,30.4,1166.319,0.2093,0.927,19.0,0.018590998,1.73,40.0,0.039100002,761.0,1726.0,none,,1040.0,1046.0,1012.0,1028.0,1028.0,319100,-55.016,-73.301,18.285,44.858,15.317,29.54,824.98,203.02,66.447,89.222,75.0,-62.325,-0.549,19.423,-0.719,85.751,0.851,67.21,0.456,5.751,-1.579,84.635,1.058,26.74,-0.742,86.333,1.04,84.477,1.031,85.849,1.358,97.003,2.022,30.156,-0.866,52.987,0.081,Golden,15,170.31914893617022,Golden,10,106.83098591549296
6445.T,1047.0,66,115,-3354,19196534784,,0.56351036,,1857.996,0.3966,1.182,25.0,0.023234202,3.77,50.0,0.0465,566.0,1220.0,none,,1046.0,1060.0,1026.0,1047.0,1047.0,207400,83.419,62.355,21.064,51.129,11.935,39.194,826.708,220.292,72.629,79.355,58.333,91.179,21.009,91.86,1.152,88.787,0.913,83.445,1.103,5.546,-1.555,90.336,1.393,57.606,-0.22,90.191,1.18,89.84,1.336,79.345,1.071,75.189,1.012,95.674,1.58,91.271,1.32,Golden,102,113.5,Golden,112,28.25
6471.T,670.5,59,115,,327736360960,11.528542,0.5099841,58.16,1314.747,1.3646001,0.388,32.0,0.048026416,3.4,34.0,0.051,647.3,904.0,hold,9,666.6,676.0,666.6,670.5,670.5,2568900,-31.548,-27.323,-4.225,15.704,55.611,-39.908,776.172,-105.672,25.693,17.556,33.333,-84.0,-9.225,24.318,-0.624,35.474,-0.259,5.519,-1.544,89.123,1.275,7.63,-1.447,47.47,-0.191,22.49,-0.686,8.435,-1.382,25.142,-1.004,8.259,-1.088,9.582,-1.361,25.45,-0.396,Dead,120,97.92682926829269,Dead,200,-40.27272727272728
6473.T,1076.5,59,115,,369238441984,8.568813,0.47095212,125.63,2285.795,0.66059995,0.588,45.0,0.04253308,2.69,50.0,0.0473,844.3,1473.0,buy,3,1055.0,1079.0,1050.0,1076.5,1076.5,1167200,-30.254,-41.074,10.82,45.175,32.58,12.594,912.138,164.362,58.904,57.41,33.333,-50.017,1.314,29.856,-0.465,72.632,0.51,73.214,0.615,42.208,-0.224,66.315,0.431,29.157,-0.683,78.233,0.819,67.478,0.473,53.204,0.187,9.798,-1.087,28.501,-0.844,54.337,0.169,Golden,90,79.71698113207546,Golden,15,107.05479452054794
6486.T,1948.0,59,115,,88787501056,9.74,0.78085166,200.0,2494.712,0.7339,0.588,95.0,0.049582463,4.92,100.0,0.052199997,1548.0,2180.0,none,,1936.0,1966.0,1933.0,1948.0,1948.0,61200,27.438,48.777,-21.339,28.75,32.361,-3.611,2165.867,-217.867,44.421,8.3,41.667,40.513,-2.195,58.97,0.243,11.545,-1.103,22.941,-0.807,48.487,-0.089,37.647,-0.347,94.098,1.808,12.219,-1.186,30.563,-0.524,12.007,-1.38,13.831,-0.731,54.707,0.389,35.593,-0.092,Dead,32,149.14583333333334,Dead,7,123.69230769230768
6498.T,1122.0,70,24,,98303909888,8.579949,0.96030974,130.77,1168.373,0.3401,0.331,23.0,0.02070207,3.04,44.0,0.0396,880.0,1398.0,none,1,1111.0,1128.0,1110.0,1122.0,1122.0,233400,-10.082,-22.697,12.615,48.519,18.679,29.841,1025.731,96.269,66.358,95.489,50.0,-30.667,4.086,24.751,-0.45,92.027,1.188,75.798,0.78,17.143,-1.074,81.681,0.965,91.521,1.473,83.707,0.909,76.91,0.78,89.337,1.281,31.182,-0.111,34.182,-0.601,58.136,0.263,Golden,57,153.97560975609755,Golden,22,105.38461538461539
6535.T,532.0,7,239,-400,30654052352,9.901359,1.9609795,53.73,271.293,0.5239,0.461,22.0,0.040892195,,52.0,0.0967,350.0,575.0,none,,504.0,538.0,499.0,532.0,532.0,256100,17.897,15.82,2.077,55.46,17.816,37.644,445.342,86.658,73.973,77.953,66.667,42.701,7.925,86.902,0.956,60.957,0.32,94.256,1.511,2.35,-1.64,96.867,1.648,72.727,0.559,91.667,1.324,96.094,1.645,78.906,0.965,84.456,1.226,62.903,0.625,76.139,0.621,Golden,70,104.6875,Golden,30,87.29166666666667
6638.T,1483.0,71,115,-3539,42789146624,10.407018,1.4563059,142.5,1018.33,0.1692,0.822,32.5,0.02232143,2.27,32.5,0.0223,864.0,2230.0,none,1,1460.0,1493.0,1460.0,1483.0,1483.0,127400,10.583,25.919,-15.336,28.133,32.732,-4.599,1326.202,156.798,43.095,45.119,50.0,-79.282,-8.359,59.361,0.04,16.781,-0.825,26.798,-0.671,47.912,-0.14,39.791,-0.266,96.343,1.939,86.286,1.039,34.878,-0.409,47.045,-0.105,41.618,0.098,16.216,-1.255,29.695,-0.114,Dead,123,103.60714285714286,Dead,0,139.95454545454547
6644.T,767.0,63,115,,35590025216,10.185923,0.6944055,75.3,1104.542,0.5877,0.122,10.0,0.013071896,3.49,20.0,0.026099999,514.0,830.0,buy,2,765.0,772.0,762.0,767.0,767.0,80500,26.487,27.045,-0.558,42.611,20.69,21.921,725.667,41.333,65.95,66.897,58.333,73.265,6.169,82.226,0.703,46.927,-0.055,68.487,0.464,13.782,-1.038,77.731,0.794,66.251,0.228,61.014,0.366,80.353,0.918,63.14,0.524,65.549,0.713,82.019,1.077,70.0,0.524,Dead,0,158.6727272727273,Golden,82,38.4225352112676
6653.T,1197.0,57,24,,15948229632,9.116527,1.0000427,131.3,1196.949,0.3194,0.667,37.5,0.030838815,2.28,40.0,0.032899998,966.0,1630.0,none,,1216.0,1223.0,1197.0,1197.0,1197.0,137400,-28.403,-16.106,-12.297,26.836,41.384,-14.548,1128.522,68.478,37.072,20.725,41.667,-65.333,-7.569,33.144,-0.422,20.397,-0.495,25.074,-0.7,71.386,0.609,27.139,-0.675,59.091,-0.14,61.648,0.433,24.706,-0.714,35.882,-0.688,18.421,-0.615,25.305,-0.932,28.267,-0.512,Dead,152,60.72727272727272,Dead,7,101.86363636363636
6670.T,1396.0,62,115,-2351,137169567744,9.796492,1.6065958,142.5,868.918,0.2747,0.635,37.0,0.026850509,3.42,80.0,0.0581,1024.0,1581.0,none,1,1400.0,1405.0,1385.0,1396.0,1396.0,119900,6.616,23.024,-16.408,36.946,37.529,-0.583,1281.453,114.547,52.026,29.6,33.333,-27.453,-3.206,60.718,-0.017,4.963,-1.697,48.982,-0.096,63.451,0.32,43.73,-0.212,96.723,1.995,87.526,1.038,49.893,-0.043,32.227,-0.678,10.043,-1.053,32.538,-0.592,34.995,0.028,Dead,40,135.51282051282053,Dead,0,116.35593220338983
6703.T,955.0,64,115,-2988,82808815616,7.3264284,0.59582746,130.35,1602.813,0.0938,0.343,30.0,0.031982943,3.86,60.0,0.064,773.0,1216.0,strong_buy,1,942.0,955.0,942.0,955.0,955.0,365000,-17.227,-14.752,-2.475,25.0,38.172,-13.172,885.697,69.303,35.149,19.231,25.0,-69.641,-3.485,49.679,0.074,42.456,-0.05,24.432,-0.723,50.893,0.056,38.231,-0.397,18.072,-0.792,59.277,0.22,22.871,-0.762,29.359,-0.839,2.996,-1.531,24.652,-0.968,47.709,0.041,Dead,15,206.34146341463415,Dead,5,153.66071428571428
6727.T,726.0,57,115,-4206,102543867904,11.677658,3.067355,62.17,236.686,0.6782,,20.0,0.028050492,2.28,40.0,0.0561,542.0,848.0,none,2,706.0,731.0,704.0,726.0,726.0,743900,8.582,4.205,4.377,41.148,26.555,14.593,768.768,-42.768,60.328,93.519,58.333,-19.521,3.554,64.423,0.2,64.103,0.33,59.111,0.169,26.356,-0.71,67.354,0.455,85.989,0.985,43.316,-0.268,68.472,0.544,87.216,1.328,68.324,0.773,45.445,-0.289,60.636,0.279,Golden,25,171.57142857142858,Golden,10,133.61702127659575
6741.T,923.0,63,115,,57568616448,10.476731,0.6010069,88.1,1535.756,0.32840002,,34.0,0.03723987,2.75,31.0,0.034,874.0,1079.0,none,,922.0,926.0,916.0,923.0,923.0,91900,-19.377,-15.713,-3.664,30.409,46.491,-16.082,972.84,-49.84,37.402,27.473,50.0,-73.265,-5.109,21.678,-0.682,32.392,-0.327,33.025,-0.475,76.387,0.843,28.739,-0.691,65.835,0.603,34.663,-0.455,22.334,-0.849,30.73,-0.74,38.055,-0.001,16.879,-1.23,29.153,-0.454,Dead,117,74.33333333333334,Dead,12,119.92307692307693
6750.T,1449.0,71,115,-1344,110641872896,11.629213,1.4546105,124.6,996.143,0.4239,0.228,22.0,0.0152143845,2.2,48.0,0.0332,1323.0,1820.0,none,5,1447.0,1460.0,1443.0,1449.0,1449.0,159100,-36.936,-36.521,-0.416,26.407,26.84,-0.433,1568.808,-119.808,49.643,39.13,41.667,-73.538,-4.536,12.81,-0.928,48.072,-0.013,19.663,-0.921,34.972,-0.469,39.747,-0.247,73.103,0.647,21.103,-0.705,40.112,-0.268,35.905,-0.506,16.084,-0.681,12.981,-1.514,25.214,-0.588,Dead,103,87.0,Dead,103,52.45454545454547
6752.T,1475.5,59,115,,3444702183424,8.738525,0.7760055,168.85,1901.404,0.2542,0.906,37.5,0.025808671,2.41,40.0,0.0275,986.9,1558.5,buy,16,1461.0,1503.0,1458.5,1475.5,1475.5,9776900,36.889,-0.024,36.913,55.848,13.432,42.416,1296.315,179.185,81.474,87.462,75.0,22.803,12.701,75.04,0.626,96.87,1.738,91.234,1.394,3.409,-1.789,94.481,1.642,45.542,-0.28,80.402,0.858,96.837,1.912,81.103,1.147,93.522,1.722,57.166,0.376,89.28,1.074,Golden,75,82.71929824561403,Golden,25,97.87671232876713
6754.T,1172.0,56,115,,154450853888,16.810097,1.252968,69.72,935.379,0.7396,,40.0,0.03449763,2.43,40.0,0.0345,936.1,1376.5,hold,7,1163.0,1175.0,1151.5,1172.0,1172.0,596600,-6.306,-14.092,7.786,34.905,34.542,0.363,1204.511,-32.511,48.42,78.797,50.0,-29.436,0.988,49.419,0.039,72.425,0.441,50.756,-0.096,44.286,-0.196,54.118,0.052,67.664,0.251,47.215,-0.084,50.378,-0.046,74.055,0.911,40.821,0.056,45.123,-0.389,57.203,0.21,Golden,32,141.6,Golden,22,98.56338028169014
6769.T,966.0,-32,24,-4360,10317265920,51.38298,1.1576806,18.8,834.427,1.4178,0.226,15.0,0.015576324,1.36,30.0,0.0312,798.0,1999.0,none,,966.0,978.0,962.0,966.0,966.0,71300,-36.609,19.522,-56.131,33.573,40.886,-7.313,1599.2,-633.2,39.505,0.55,33.333,-22.188,-31.781,34.622,-0.132,10.567,-0.723,42.87,-0.206,65.565,0.372,38.0,-0.302,64.402,-0.164,12.812,-0.838,32.667,-0.499,2.172,-1.361,9.974,-0.982,46.093,-0.228,10.0,-1.09,Dead,55,156.375,Dead,0,119.78260869565217
6770.T,1550.0,56,115,,318762123264,14.484628,0.8371039,107.01,1851.622,10.7527,0.78,40.0,0.025982462,2.22,60.0,0.039,1000.0,1653.0,hold,13,1533.0,1554.0,1518.5,1550.0,1550.0,1314500,39.233,49.608,-10.375,38.897,27.115,11.782,1345.642,204.358,55.904,49.008,66.667,32.923,0.916,69.181,0.35,28.652,-0.28,53.003,0.117,30.114,-0.595,62.013,0.368,47.952,-0.237,76.466,0.684,58.556,0.255,46.148,-0.083,79.676,1.106,58.886,0.411,50.573,0.172,Dead,120,88.13953488372093,Golden,15,114.85507246376812
6779.T,922.0,64,115,,21261135872,5.31504,0.7470008,173.47,1234.269,0.2711,0.449,15.0,0.016216217,2.51,30.0,0.0324,912.0,1570.0,buy,2,925.0,934.0,922.0,922.0,922.0,91200,-78.043,-62.631,-15.411,22.629,50.136,-27.507,1317.358,-395.358,32.162,0.0,25.0,-83.795,-24.863,18.106,-0.362,23.339,-0.312,16.639,-1.043,79.076,0.89,17.647,-0.993,54.198,-0.285,13.716,-0.847,18.892,-0.969,0.0,-1.351,2.012,-1.616,14.758,-1.19,11.695,-1.095,Dead,112,79.44444444444446,Dead,82,44.71641791044776
6785.T,1923.0,65,24,-3448,27586973696,9.702321,1.0889705,198.2,1765.888,0.2641,0.603,46.0,0.023626091,2.0,80.0,0.041100003,1077.0,1989.0,strong_buy,1,1955.0,1959.0,1913.0,1923.0,1923.0,60800,140.336,127.259,13.077,44.929,24.225,20.704,1515.193,407.807,61.468,85.0,50.0,85.368,15.249,99.862,3.105,87.19,1.028,66.152,0.412,28.792,-0.652,67.416,0.55,99.586,2.644,98.759,3.03,65.077,0.455,72.511,0.945,38.182,-0.057,88.445,1.267,86.61,1.118,Golden,103,79.24137931034483,Golden,103,36.05405405405406
6794.T,1452.0,71,115,,32421128192,12.644779,0.5470783,114.83,2654.099,0.2192,0.75,15.0,0.010409438,1.87,60.0,0.0416,977.0,1959.0,strong_buy,2,1444.0,1464.0,1441.0,1452.0,1452.0,228200,28.589,80.327,-51.738,38.706,41.495,-2.789,1935.7,-483.7,47.083,4.078,33.333,-4.205,-15.683,62.542,0.177,9.635,-1.36,50.504,-0.004,65.462,0.392,41.681,-0.203,75.977,0.68,8.063,-1.459,40.134,-0.251,9.908,-1.376,6.622,-1.162,43.427,-0.168,18.898,-0.587,Dead,32,196.81578947368422,Dead,7,137.23728813559322
6800.T,1717.0,65,115,,40024645632,9.516684,0.8064118,180.42,2129.185,0.95019996,0.904,22.0,0.013126492,1.85,48.0,0.0286,1384.0,2197.0,none,2,1588.0,1748.0,1577.0,1717.0,1717.0,292400,-52.927,-50.75,-2.176,42.295,32.131,10.164,1452.0,265.0,51.982,89.527,50.0,-84.547,-0.848,23.919,-0.632,41.985,-0.078,71.159,0.54,39.313,-0.3,65.923,0.434,65.62,0.274,88.54,1.111,55.403,0.096,83.448,1.243,40.154,0.004,10.832,-1.288,50.39,0.049,Dead,115,80.68181818181819,Golden,0,148.01724137931035
6810.T,1718.0,57,115,,74090815488,9.804257,0.8235696,175.23,2086.041,0.4368,0.522,55.0,0.031828705,2.18,50.0,0.028900001,1380.0,1950.0,none,6,1738.0,1757.0,1718.0,1718.0,1718.0,154200,17.078,35.884,-18.807,45.44,29.796,15.645,1647.384,70.616,57.579,21.453,41.667,-15.214,-3.022,64.748,0.219,13.789,-0.959,71.293,0.454,37.066,-0.338,67.823,0.41,43.697,0.022,63.145,0.29,65.039,0.291,21.451,-0.99,35.358,0.141,31.397,-0.666,26.296,-0.214,Dead,20,226.2,Golden,15,143.68421052631578
6817.T,985.0,64,24,,32552476672,6.6107383,0.58388984,149.0,1686.962,0.8525,1.145,54.0,0.05498982,3.33,53.0,0.054,771.0,1264.0,none,,983.0,993.0,976.0,985.0,985.0,231200,-38.48,-53.184,14.704,43.393,30.966,12.426,879.153,105.847,55.612,92.8,50.0,-46.53,0.106,35.714,-0.215,70.681,0.363,67.815,0.474,37.479,-0.374,65.63,0.436,33.167,-0.657,65.586,0.361,63.308,0.331,87.825,1.343,40.821,0.018,36.047,-0.679,53.644,0.201,Golden,47,149.70454545454547,Golden,22,111.17460317460316
6862.T,872.0,66,115,-2624,6513464832,7.5302243,1.101163,115.8,791.89,0.20989999,,12.0,0.014084507,1.56,26.0,0.0305,523.0,1565.0,strong_buy,,867.0,879.0,866.0,872.0,872.0,48300,4.611,-32.666,37.277,57.062,18.418,38.644,717.072,154.928,67.729,84.11,50.0,28.752,17.22,63.082,0.13,98.636,2.712,92.776,1.489,16.315,-0.991,91.883,1.318,81.044,0.649,93.815,1.36,89.051,1.203,89.619,1.459,49.636,0.338,62.572,0.532,89.034,1.03,Golden,70,114.08163265306123,Golden,20,111.25
6882.T,872.0,55,115,,11597599744,7.248545,0.4873139,120.3,1789.401,0.26540002,1.019,35.0,0.039863326,2.55,60.0,0.0683,839.0,1939.0,none,,888.0,890.0,872.0,872.0,872.0,81600,-81.078,-85.625,4.547,13.362,43.534,-30.172,1013.14,-141.14,26.599,0.0,33.333,-85.504,-15.05,4.351,-1.489,62.479,0.26,2.741,-1.667,58.638,0.269,18.272,-0.997,79.129,0.755,19.228,-0.79,10.041,-1.244,0.0,-1.45,11.35,-0.849,9.22,-1.301,19.347,-0.661,Golden,70,141.9047619047619,Dead,200,-69.92424242424244
6905.T,1207.0,-60,167,-6776,46655741952,12.292494,0.85814327,98.19,1406.525,0.4775,0.42,54.0,0.045150504,2.66,56.0,0.0468,1015.0,1644.0,none,1,1192.0,1216.0,1167.0,1207.0,1207.0,140800,-30.98,-41.866,10.886,31.664,33.81,-2.147,1141.481,65.519,51.639,73.822,66.667,-60.889,-0.832,30.365,-0.502,74.215,0.608,44.893,-0.217,47.983,-0.052,47.382,-0.079,41.935,-0.338,58.744,0.428,52.916,0.042,66.123,0.688,82.705,1.246,26.863,-0.997,44.935,0.018,Golden,45,169.0,Dead,0,143.79310344827587
6914.T,1874.0,71,24,-2442,66741198848,10.984759,1.4113784,170.6,1327.78,0.2798,0.81,40.0,0.020703934,1.99,40.0,0.0207,1327.0,2020.0,strong_buy,1,1932.0,1944.0,1873.0,1874.0,1874.0,208200,9.429,-18.358,27.787,42.857,26.27,16.587,1472.14,401.86,59.299,82.234,66.667,17.675,10.427,50.342,0.007,92.735,1.258,59.429,0.242,33.564,-0.552,63.841,0.416,70.317,0.491,97.006,1.779,61.366,0.337,70.787,0.84,81.622,1.205,49.258,0.072,74.695,0.675,Golden,27,156.04347826086956,Golden,22,122.64912280701753
6927.T,938.0,62,115,,17022636032,,1.0821762,,866.772,0.44990003,0.814,35.0,0.036764707,3.23,74.0,0.0777,465.0,1010.0,none,,950.0,958.0,933.0,938.0,938.0,160700,65.941,77.717,-11.776,38.717,22.803,15.914,891.916,46.084,48.649,39.496,50.0,84.342,2.763,93.525,1.664,9.455,-0.96,58.394,0.123,19.187,-0.868,67.57,0.513,88.272,1.049,77.263,0.493,53.646,0.041,51.146,-0.052,52.287,0.273,90.612,1.446,64.91,0.329,Dead,55,127.30769230769232,Golden,180,-13.414634146341456
6962.T,531.0,62,115,-1132,17139140608,11.421811,0.46163514,46.49,1150.259,3.0369,0.32,28.0,0.05323194,2.24,28.0,0.053200003,514.0,980.0,buy,2,526.0,536.0,521.0,531.0,531.0,315100,-50.873,-46.154,-4.719,23.885,45.144,-21.26,731.114,-200.114,33.882,8.13,50.0,-79.556,-20.573,9.688,-1.201,30.952,-0.342,21.346,-0.881,71.927,0.582,23.92,-0.756,73.788,0.656,3.78,-1.501,21.494,-0.853,16.929,-1.175,46.23,0.209,16.262,-1.156,15.327,-0.821,Dead,15,204.02439024390245,Dead,130,8.095238095238102
6963.T,1415.0,58,115,-432,546164539392,16.284958,0.5760005,86.89,2456.595,1.1277,0.704,50.0,0.03539823,1.92,50.0,0.0354,1397.0,2929.5,hold,11,1440.5,1444.5,1404.0,1415.0,1415.0,7772200,-189.532,-185.861,-3.671,25.513,49.981,-24.468,1886.384,-471.384,36.177,2.753,50.0,-77.983,-28.739,5.259,-1.456,42.07,-0.077,21.03,-0.842,81.459,0.896,18.627,-0.901,39.134,-0.393,11.121,-1.104,23.242,-0.786,6.518,-1.37,46.918,0.161,19.411,-1.093,3.55,-1.935,Dead,0,153.0701754385965,Dead,275,-144.609375
6965.T,1862.0,65,115,-67,573240901632,22.077307,1.740797,84.34,1069.625,0.468,0.456,38.0,0.020833334,1.03,38.0,0.0208,1636.0,3079.0,buy,7,1836.0,1904.5,1833.0,1862.0,1862.0,2791300,-144.641,-162.057,17.416,34.481,36.603,-2.123,2068.01,-206.01,46.369,46.28,50.0,-72.513,-6.489,2.076,-2.434,89.784,1.026,40.924,-0.234,57.143,0.1,41.261,-0.171,77.639,0.745,9.559,-1.158,36.02,-0.34,40.722,-0.245,36.211,-0.042,14.589,-1.396,22.966,-0.572,Golden,57,102.25925925925927,Dead,512,-395.3333333333333
6966.T,782.0,9,58,-126,142911291392,12.097773,1.346676,64.64,580.689,0.1863,1.48,15.2,0.01974026,0.68,17.6,0.0229,721.0,2002.0,buy,3,778.0,793.0,773.0,782.0,782.0,1248500,-140.752,-143.747,2.995,23.004,52.727,-29.722,920.397,-138.397,32.307,16.049,33.333,-94.325,-24.681,0.997,-2.937,74.917,0.241,17.395,-1.05,84.202,1.082,16.471,-1.102,85.869,0.948,6.983,-0.876,17.464,-1.046,24.181,-0.983,6.287,-1.237,2.29,-1.418,10.254,-1.296,Golden,0,201.2093023255814,Dead,197,-45.09090909090909
6971.T,1500.5,58,115,-341,2113829339136,16.765364,0.65873003,89.5,2277.868,0.8728,0.189,50.0,0.033647377,2.51,50.0,0.0336,1443.5,2333.5,hold,14,1472.0,1501.5,1468.0,1500.5,1500.5,6002400,-97.974,-79.073,-18.901,20.163,48.88,-28.717,1818.287,-317.787,30.435,12.018,41.667,-78.598,-14.622,6.581,-1.5,13.965,-0.992,8.766,-1.412,84.01,0.996,10.714,-1.239,86.104,1.055,5.382,-1.431,9.165,-1.332,15.491,-1.251,18.219,-0.647,12.285,-1.361,9.247,-1.225,Dead,25,160.0,Dead,130,-0.8823529411764639
6996.T,1065.0,66,115,,72861663232,11.843862,0.6474703,89.92,1644.863,0.4116,0.701,34.0,0.032629557,2.45,34.0,0.0326,877.0,1474.0,buy,6,1058.0,1068.0,1058.0,1065.0,1065.0,194800,-26.373,-47.51,21.138,47.61,28.298,19.312,1100.168,-35.168,62.694,71.503,50.0,-39.077,1.611,33.056,-0.427,88.621,1.08,76.891,0.802,33.95,-0.535,73.613,0.692,41.563,-0.207,47.465,-0.137,74.223,0.729,66.835,0.677,41.073,0.048,35.878,-0.598,57.034,0.251,Golden,47,150.1590909090909,Golden,22,129.05263157894737
6999.T,982.0,52,115,,36449878016,18.212168,0.46326154,53.92,2119.753,2.7503,0.533,25.0,0.025693731,2.36,30.0,0.0308,967.0,1644.0,buy,2,975.0,992.0,975.0,982.0,982.0,217500,-114.664,-107.671,-6.993,20.554,57.434,-36.88,1103.266,-121.266,26.063,2.405,25.0,-92.889,-23.344,6.063,-1.374,35.299,-0.287,13.361,-1.155,90.756,1.376,9.16,-1.32,51.455,-0.227,33.666,-0.514,8.732,-1.35,7.305,-1.366,1.341,-1.737,3.902,-1.433,8.39,-1.185,Dead,132,63.34090909090909,Dead,132,2.2063492063492163
7004.T,950.0,62,115,-4086,159779536896,7.0858502,0.99365836,134.07,956.063,0.2214,0.468,23.0,0.024261603,2.04,46.0,0.048499998,826.0,1355.0,buy,3,935.0,954.0,934.0,950.0,950.0,812900,-24.861,-23.553,-1.308,30.957,32.179,-1.222,1082.04,-132.04,52.681,23.295,66.667,-52.479,-4.686,21.509,-0.595,45.104,-0.084,38.312,-0.35,45.292,-0.214,46.429,-0.072,92.048,1.643,16.225,-0.929,54.501,0.156,31.468,-0.755,84.372,1.339,27.518,-0.852,37.725,-0.13,Dead,15,190.45454545454547,Dead,0,134.1044776119403
7085.T,814.0,36,86,,74936918016,17.543102,3.8608758,45.5,210.833,0.38709998,0.674,15.0,0.018450184,,18.0,0.0221,612.0,856.0,none,1,812.0,824.0,811.0,814.0,814.0,200900,11.86,9.183,2.677,34.268,25.234,9.034,723.704,90.296,57.459,86.486,58.333,49.402,4.477,66.39,0.303,60.166,0.222,44.934,-0.148,23.789,-0.843,62.555,0.313,42.5,-0.293,72.917,0.782,66.667,0.422,80.263,1.081,60.435,0.671,70.833,0.773,65.899,0.357,Golden,32,171.125,Golden,22,66.88888888888889
7088.T,979.0,66,115,,51296272384,16.509275,4.13265,59.3,236.894,1.2027,0.393,37.5,0.038382806,,58.0,0.0594,745.0,1094.0,none,,973.0,987.0,966.0,979.0,979.0,85400,11.504,14.205,-2.7,30.704,38.38,-7.676,857.068,121.932,39.645,71.875,50.0,7.761,3.109,59.227,-0.161,31.33,-0.388,30.137,-0.612,67.123,0.517,31.05,-0.582,91.81,1.695,81.034,1.109,20.909,-0.913,60.909,0.524,39.189,-0.037,33.654,-0.245,49.761,-0.102,Dead,75,89.5,Dead,5,124.16666666666666
7105.T,1155.0,63,115,,123174977536,13.508772,1.036621,85.5,1114.197,0.1022,1.236,20.0,0.017316017,1.01,24.0,0.0208,984.0,1929.0,none,,1158.0,1184.0,1151.0,1155.0,1155.0,168100,-66.763,-65.972,-0.791,31.059,47.397,-16.338,1373.447,-218.447,41.372,21.698,50.0,-75.248,-13.164,3.073,-1.785,46.179,-0.039,32.857,-0.534,81.429,0.949,23.866,-0.78,94.431,1.855,5.569,-1.555,28.463,-0.643,24.853,-0.896,39.061,0.029,15.861,-1.253,16.864,-0.806,Dead,0,193.93333333333334,Dead,7,123.53846153846155
7167.T,670.9000244140625,64,115,-4061,670629625856,9.99851,0.676072,39.21,992.35,0.25370002,0.099,6.0,0.008947211,3.77,16.0,0.0239,413.2,696.7,buy,4,668.6,675.9,664.1,670.9,670.9,5879900,27.422,19.628,7.794,45.392,16.928,28.464,543.783,127.117,73.158,96.356,75.0,23.282,11.674,94.364,1.568,94.909,1.574,73.507,0.754,11.754,-1.198,81.53,1.016,94.9,1.563,99.454,2.618,85.475,1.232,91.993,1.37,93.506,1.596,54.286,0.26,86.312,1.078,Golden,22,210.94117647058823,Golden,22,123.76923076923077
7172.T,1076.0,66,24,-2653,65078308864,6.5729995,1.0718828,163.7,1003.841,0.39240003,0.956,28.0,0.025925925,2.34,24.0,0.0222,793.0,1775.0,none,1,1085.0,1093.0,1074.0,1076.0,1076.0,190900,-40.774,-30.496,-10.278,29.328,43.348,-14.02,1180.213,-104.213,32.949,36.694,33.333,-70.803,-15.297,20.792,-0.456,30.891,-0.319,31.568,-0.541,75.56,0.814,27.902,-0.709,67.659,0.068,37.897,-0.231,14.837,-1.145,39.837,-0.393,1.619,-1.498,16.042,-1.188,19.958,-0.537,Dead,120,70.0,Dead,0,165.95238095238096
